date,state,city,city_ibge_code,place_type,confirmed,deaths,is_last,estimated_population_2019,confirmed_per_100k_inhabitants,death_rate
4/17/20,AC,Acrelândia,1200013,city,12,0,TRUE,15256,78.65758,
4/17/20,AC,Bujari,1200138,city,1,0,TRUE,10266,9.74089,
4/17/20,AC,Cruzeiro do Sul,1200203,city,2,0,TRUE,88376,2.26306,
4/17/20,AC,Plácido de Castro,1200385,city,14,1,TRUE,19761,70.84662,0.0714
4/17/20,AC,Porto Acre,1200807,city,1,0,TRUE,18504,5.40424,
4/17/20,AC,Rio Branco,1200401,city,105,4,TRUE,407319,25.77832,0.0381
4/17/20,AL,Boca da Mata,2701001,city,1,0,TRUE,27281,3.66555,
4/17/20,AL,Maceió,2704302,city,90,5,TRUE,1018948,8.83264,0.0556
4/17/20,AL,Marechal Deodoro,2704708,city,4,1,TRUE,51901,7.70698,0.25
4/17/20,AL,Palmeira dos √çndios,2706307,city,1,0,TRUE,73218,1.36578,
4/17/20,AL,Porto Real do Colégio,2707503,city,1,0,TRUE,20066,4.98355,
4/17/20,AL,Rio Largo,2707701,city,4,0,TRUE,75120,5.32481,
4/17/20,AL,Satuba,2708907,city,1,0,TRUE,13828,7.2317,
4/17/20,AL,União dos Palmares,2709301,city,1,0,TRUE,65611,1.52413,
4/17/20,AM,Anamã,1300086,city,1,0,TRUE,13614,7.34538,
4/17/20,AM,Anori,1300102,city,4,0,TRUE,21010,19.03855,
4/17/20,AM,Boca do Acre,1300706,city,1,0,TRUE,34308,2.91477,
4/17/20,AM,Carauari,1301001,city,1,1,TRUE,28294,3.53432,1
4/17/20,AM,Careiro,1301100,city,6,1,TRUE,37869,15.84409,0.1667
4/17/20,AM,Careiro da Várzea,1301159,city,3,0,TRUE,30225,9.92556,
4/17/20,AM,Coari,1301209,city,2,0,TRUE,85097,2.35026,
4/17/20,AM,Iranduba,1301852,city,18,3,TRUE,48296,37.27017,0.1667
4/17/20,AM,Itacoatiara,1301902,city,17,1,TRUE,101337,16.77571,0.0588
4/17/20,AM,Jutaí,1302306,city,1,0,TRUE,14317,6.9847,
4/17/20,AM,Lábrea,1302405,city,2,0,TRUE,46069,4.34131,
4/17/20,AM,Manacapuru,1302504,city,159,6,TRUE,97377,163.28291,0.0377
4/17/20,AM,Manaus,1302603,city,1531,127,TRUE,2182763,70.14046,0.083
4/17/20,AM,Manicoré,1302702,city,1,1,TRUE,55751,1.79369,1
4/17/20,AM,Maués,1302900,city,3,0,TRUE,63905,4.69447,
4/17/20,AM,Novo Airão,1303205,city,2,1,TRUE,19454,10.28066,0.5
4/17/20,AM,Parintins,1303403,city,11,3,TRUE,114273,9.62607,0.2727
4/17/20,AM,Presidente Figueiredo,1303536,city,6,0,TRUE,36279,16.53849,
4/17/20,AM,Santo Antônio do Içá,1303700,city,11,0,TRUE,21602,50.92121,
4/17/20,AM,São Paulo de Olivença,1303908,city,11,0,TRUE,39299,27.99053,
4/17/20,AM,Tabatinga,1304062,city,3,0,TRUE,65844,4.55622,
4/17/20,AM,Tefé,1304203,city,3,1,TRUE,59849,5.01262,0.3333
4/17/20,AM,Tonantins,1304237,city,12,0,TRUE,18755,63.98294,
4/17/20,AP,Laranjal do Jari,1600279,city,2,0,TRUE,50410,3.96747,
4/17/20,AP,Macapá,1600303,city,312,8,TRUE,503327,61.98753,0.0256
4/17/20,AP,Mazagão,1600402,city,2,0,TRUE,21632,9.24556,
4/17/20,AP,Oiapoque,1600501,city,5,0,TRUE,27270,18.33517,
4/17/20,AP,Porto Grande,1600535,city,1,0,TRUE,21971,4.55145,
4/17/20,AP,Santana,1600600,city,51,2,TRUE,121364,42.02235,0.0392
4/17/20,AP,Vitória do Jari,1600808,city,2,0,TRUE,15931,12.55414,
4/17/20,BA,Abaíra,2900108,city,1,0,TRUE,8739,11.44296,
4/17/20,BA,Adustina,2900355,city,1,1,TRUE,17040,5.86854,1
4/17/20,BA,Aiquara,2900603,city,1,0,TRUE,4446,22.49213,
4/17/20,BA,Alagoinhas,2900702,city,5,0,TRUE,151596,3.29824,
4/17/20,BA,Amélia Rodrigues,2901106,city,1,0,TRUE,25102,3.98375,
4/17/20,BA,Araci,2902104,city,1,1,TRUE,54379,1.83895,1
4/17/20,BA,Aurelino Leal,2902401,city,1,0,TRUE,11531,8.67227,
4/17/20,BA,Barra,2902708,city,2,0,TRUE,53578,3.73288,
4/17/20,BA,Barra do Choça,2902906,city,1,0,TRUE,31603,3.16426,
4/17/20,BA,Barra do Rocha,2903102,city,3,0,TRUE,5714,52.50263,
4/17/20,BA,Barreiras,2903201,city,1,0,TRUE,155439,0.64334,
4/17/20,BA,Belmonte,2903409,city,2,1,TRUE,23328,8.57339,0.5
4/17/20,BA,Bom Jesus da Lapa,2903904,city,0,0,TRUE,69148,,
4/17/20,BA,Brumado,2904605,city,8,0,TRUE,67195,11.90565,
4/17/20,BA,Buerarema,2904704,city,1,0,TRUE,18349,5.44989,
4/17/20,BA,Cachoeira,2904902,city,1,0,TRUE,33470,2.98775,
4/17/20,BA,Camacan,2905602,city,1,0,TRUE,31988,3.12617,
4/17/20,BA,Camaçari,2905701,city,18,0,TRUE,299132,6.01741,
4/17/20,BA,Campo Formoso,2906006,city,1,0,TRUE,71206,1.40438,
4/17/20,BA,Canarana,2906204,city,1,0,TRUE,26176,3.82029,
4/17/20,BA,Canavieiras,2906303,city,3,0,TRUE,31099,9.64661,
4/17/20,BA,Candeias,2906501,city,1,0,TRUE,87076,1.14842,
4/17/20,BA,Cansanção,2906808,city,1,0,TRUE,34834,2.87076,
4/17/20,BA,Capim Grosso,2906873,city,1,0,TRUE,30662,3.26137,
4/17/20,BA,Catu,2907509,city,4,0,TRUE,54704,7.31208,
4/17/20,BA,Coaraci,2908002,city,2,0,TRUE,16993,11.76955,
4/17/20,BA,Conceição do Coité,2908408,city,2,0,TRUE,66612,3.00246,
4/17/20,BA,Conceição do Jacuípe,2908507,city,1,0,TRUE,33153,3.01632,
4/17/20,BA,Conde,2908606,city,1,0,TRUE,25837,3.87042,
4/17/20,BA,Curaçá,2909901,city,1,0,TRUE,34700,2.88184,
4/17/20,BA,Dias d'Ávila,2910057,city,1,0,TRUE,81089,1.23321,
4/17/20,BA,Euclides da Cunha,2910701,city,1,0,TRUE,60585,1.65057,
4/17/20,BA,Eunápolis,2910727,city,4,0,TRUE,113380,3.52796,
4/17/20,BA,Feira de Santana,2910800,city,52,0,TRUE,614872,8.45704,
4/17/20,BA,Floresta Azul,2911006,city,1,0,TRUE,10629,9.40822,
4/17/20,BA,Gandu,2911204,city,1,0,TRUE,32403,3.08613,
4/17/20,BA,Gongogi,2911501,city,2,1,TRUE,7128,28.05836,0.5
4/17/20,BA,Ibirataia,2912905,city,4,0,TRUE,15312,26.1233,
4/17/20,BA,Ibotirama,2913200,city,1,0,TRUE,26927,3.71374,
4/17/20,BA,Ilhéus,2913606,city,60,2,TRUE,162327,36.96243,0.0333
4/17/20,BA,Ipiaú,2913903,city,15,0,TRUE,45873,32.69897,
4/17/20,BA,Irecê,2914604,city,1,0,TRUE,72967,1.37048,
4/17/20,BA,Itabuna,2914802,city,32,0,TRUE,213223,15.00776,
4/17/20,BA,Itagi,2915106,city,1,0,TRUE,12351,8.09651,
4/17/20,BA,Itagibá,2915205,city,4,1,TRUE,14579,27.43672,0.25
4/17/20,BA,Itajuípe,2915502,city,6,0,TRUE,20491,29.28115,
4/17/20,BA,Itamaraju,2915601,city,1,0,TRUE,64486,1.55072,
4/17/20,BA,Itapé,2916203,city,1,1,TRUE,8761,11.41422,1
4/17/20,BA,Itapebi,2916302,city,5,0,TRUE,10259,48.73769,
4/17/20,BA,Itapetinga,2916401,city,5,1,TRUE,76147,6.56625,0.2
4/17/20,BA,Itarantim,2916807,city,1,0,TRUE,19747,5.06406,
4/17/20,BA,Itatim,2916856,city,1,0,TRUE,14487,6.90274,
4/17/20,BA,Itororó,2917102,city,4,0,TRUE,20382,19.62516,
4/17/20,BA,Ituberá,2917300,city,1,0,TRUE,28602,3.49626,
4/17/20,BA,Jaguaquara,2917607,city,2,0,TRUE,54423,3.67492,
4/17/20,BA,Jequié,2918001,city,8,0,TRUE,155966,5.12932,
4/17/20,BA,Juazeiro,2918407,city,5,1,TRUE,216707,2.30726,0.2
4/17/20,BA,Lauro de Freitas,2919207,city,27,3,TRUE,198440,13.60613,0.1111
4/17/20,BA,Luís Eduardo Magalhães,2919553,city,2,0,TRUE,87519,2.28522,
4/17/20,BA,Medeiros Neto,2921104,city,1,0,TRUE,22688,4.40762,
4/17/20,BA,Nova Soure,2922904,city,1,0,TRUE,26947,3.71099,
4/17/20,BA,Ouriçangas,2923308,city,0,0,TRUE,8564,,
4/17/20,BA,Palmeiras,2923506,city,1,0,TRUE,9019,11.0877,
4/17/20,BA,Paramirim,2923605,city,1,0,TRUE,21607,4.62813,
4/17/20,BA,Piripá,2924702,city,1,0,TRUE,10707,9.33968,
4/17/20,BA,Pojuca,2925204,city,1,0,TRUE,39519,2.53043,
4/17/20,BA,Porto Seguro,2925303,city,13,0,TRUE,148686,8.74326,
4/17/20,BA,Prado,2925501,city,4,0,TRUE,28174,14.19749,
4/17/20,BA,Rio do Pires,2926905,city,2,0,TRUE,11655,17.16002,
4/17/20,BA,Salvador,2927408,city,643,18,TRUE,2872347,22.38587,0.028
4/17/20,BA,Santa Cruz Cabrália,2927705,city,6,0,TRUE,27778,21.59983,
4/17/20,BA,Santa Luzia,2928059,city,1,0,TRUE,12597,7.9384,
4/17/20,BA,Santa Maria da Vitória,2928109,city,1,0,TRUE,39845,2.50973,
4/17/20,BA,Santa Teresinha,2928505,city,2,0,TRUE,10405,19.22153,
4/17/20,BA,São Domingos,2928950,city,1,0,TRUE,9058,11.03996,
4/17/20,BA,São Francisco do Conde,2929206,city,2,0,TRUE,39802,5.02487,
4/17/20,BA,Serra do Ramalho,2930154,city,1,0,TRUE,31472,3.17743,
4/17/20,BA,Serrinha,2930501,city,4,0,TRUE,80861,4.94676,
4/17/20,BA,Sim√µes Filho,2930709,city,5,0,TRUE,134377,3.72087,
4/17/20,BA,Taperoá,2931202,city,1,0,TRUE,21074,4.74518,
4/17/20,BA,Teixeira de Freitas,2931350,city,7,0,TRUE,160487,4.36172,
4/17/20,BA,Ubatã,2932309,city,4,0,TRUE,27035,14.79564,
4/17/20,BA,Una,2932507,city,1,0,TRUE,19002,5.2626,
4/17/20,BA,Uruçuca,2932705,city,12,2,TRUE,20519,58.48238,0.1667
4/17/20,BA,Utinga,2932804,city,1,1,TRUE,19178,5.21431,1
4/17/20,BA,Valença,2932903,city,1,0,TRUE,96562,1.0356,
4/17/20,BA,Valente,2933000,city,1,0,TRUE,28473,3.5121,
4/17/20,BA,Vera Cruz,2933208,city,1,0,TRUE,43223,2.31358,
4/17/20,BA,Vitória da Conquista,2933307,city,18,1,TRUE,338480,5.31789,0.0556
4/17/20,CE,Acaraú,2300200,city,1,0,TRUE,62641,1.5964,
4/17/20,CE,Acopiara,2300309,city,2,0,TRUE,54270,3.68528,
4/17/20,CE,Amontada,2300754,city,1,0,TRUE,43452,2.30139,
4/17/20,CE,Aquiraz,2301000,city,38,0,TRUE,80271,47.33964,
4/17/20,CE,Aracati,2301109,city,4,1,TRUE,74547,5.36574,0.25
4/17/20,CE,Aracoiaba,2301208,city,1,0,TRUE,26469,3.778,
4/17/20,CE,Barreira,2301950,city,1,0,TRUE,22425,4.45931,
4/17/20,CE,Barroquinha,2302057,city,1,0,TRUE,15017,6.65912,
4/17/20,CE,Baturité,2302107,city,2,0,TRUE,35750,5.59441,
4/17/20,CE,Beberibe,2302206,city,5,0,TRUE,53573,9.33306,
4/17/20,CE,Bela Cruz,2302305,city,2,0,TRUE,32591,6.13666,
4/17/20,CE,Camocim,2302602,city,1,0,TRUE,63661,1.57082,
4/17/20,CE,Canindé,2302800,city,5,0,TRUE,76997,6.49376,
4/17/20,CE,Capistrano,2302909,city,1,1,TRUE,17738,5.63761,1
4/17/20,CE,Caridade,2303006,city,2,0,TRUE,22547,8.87036,
4/17/20,CE,Cariús,2303303,city,1,1,TRUE,18699,5.34788,1
4/17/20,CE,Cascavel,2303501,city,2,0,TRUE,71743,2.78773,
4/17/20,CE,Catarina,2303600,city,1,0,TRUE,20698,4.83138,
4/17/20,CE,Caucaia,2303709,city,71,5,TRUE,361400,19.64582,0.0704
4/17/20,CE,Chorozinho,2303956,city,2,0,TRUE,20264,9.86972,
4/17/20,CE,Crateús,2304103,city,3,0,TRUE,75074,3.99606,
4/17/20,CE,Crato,2304202,city,4,0,TRUE,132123,3.02748,
4/17/20,CE,Croatá,2304236,city,1,0,TRUE,18063,5.53618,
4/17/20,CE,Eusébio,2304285,city,20,4,TRUE,53618,37.30091,0.2
4/17/20,CE,Farias Brito,2304301,city,1,1,TRUE,19450,5.14139,1
4/17/20,CE,Forquilha,2304350,city,1,0,TRUE,24218,4.12916,
4/17/20,CE,Fortaleza,2304400,city,2300,119,TRUE,2669342,86.16356,0.0517
4/17/20,CE,Fortim,2304459,city,1,0,TRUE,16480,6.06796,
4/17/20,CE,Graça,2304657,city,1,0,TRUE,14399,6.94493,
4/17/20,CE,Granja,2304707,city,1,0,TRUE,54748,1.82655,
4/17/20,CE,Guaiúba,2304954,city,1,0,TRUE,26064,3.83671,
4/17/20,CE,Guaraciaba do Norte,2305001,city,1,0,TRUE,40642,2.46051,
4/17/20,CE,Horizonte,2305233,city,11,1,TRUE,67337,16.33574,0.0909
4/17/20,CE,Ibaretama,2305266,city,1,0,TRUE,13353,7.48895,
4/17/20,CE,Icapuí,2305357,city,1,0,TRUE,19934,5.01655,
4/17/20,CE,Icó,2305407,city,3,0,TRUE,68018,4.4106,
4/17/20,CE,Iguatu,2305506,city,9,4,TRUE,102498,8.78066,0.4444
4/17/20,CE,Independência,2305605,city,3,0,TRUE,26178,11.46,
4/17/20,CE,Ipaporanga,2305654,city,1,0,TRUE,11593,8.62589,
4/17/20,CE,Ipueiras,2305902,city,2,1,TRUE,38166,5.24027,0.5
4/17/20,CE,Itaiçaba,2306207,city,1,0,TRUE,7827,12.77629,
4/17/20,CE,Itaitinga,2306256,city,5,1,TRUE,37980,13.16482,0.2
4/17/20,CE,Itapajé,2306306,city,1,0,TRUE,52675,1.89843,
4/17/20,CE,Itapipoca,2306405,city,2,0,TRUE,129358,1.5461,
4/17/20,CE,Itapiúna,2306504,city,1,0,TRUE,20382,4.90629,
4/17/20,CE,Itarema,2306553,city,1,0,TRUE,41826,2.39086,
4/17/20,CE,Jaguaribe,2306900,city,7,2,TRUE,34682,20.18338,0.2857
4/17/20,CE,Juazeiro do Norte,2307304,city,3,0,TRUE,274207,1.09406,
4/17/20,CE,Lavras da Mangabeira,2307502,city,1,0,TRUE,31508,3.1738,
4/17/20,CE,Limoeiro do Norte,2307601,city,4,2,TRUE,59540,6.71817,0.5
4/17/20,CE,Maracanaú,2307650,city,58,4,TRUE,227886,25.45132,0.069
4/17/20,CE,Maranguape,2307700,city,11,2,TRUE,128978,8.52859,0.1818
4/17/20,CE,Mauriti,2308104,city,1,0,TRUE,47962,2.08498,
4/17/20,CE,Mombaça,2308500,city,6,0,TRUE,43797,13.69957,
4/17/20,CE,Mulungu,2309102,city,1,0,TRUE,10823,9.23958,
4/17/20,CE,Novo Oriente,2309409,city,2,0,TRUE,28607,6.9913,
4/17/20,CE,Orós,2309508,city,1,0,TRUE,21427,4.66701,
4/17/20,CE,Pacajus,2309607,city,4,0,TRUE,72203,5.53994,
4/17/20,CE,Pacatuba,2309706,city,9,0,TRUE,83432,10.78723,
4/17/20,CE,Paracuru,2310209,city,1,0,TRUE,35076,2.85095,
4/17/20,CE,Pedra Branca,2310506,city,2,1,TRUE,43258,4.62342,0.5
4/17/20,CE,Pindoretama,2310852,city,2,0,TRUE,20567,9.72432,
4/17/20,CE,Porteiras,2311108,city,1,0,TRUE,14996,6.66844,
4/17/20,CE,Quiterianópolis,2311264,city,1,0,TRUE,21084,4.74293,
4/17/20,CE,Quixadá,2311306,city,13,0,TRUE,87728,14.81853,
4/17/20,CE,Quixeramobim,2311405,city,2,1,TRUE,81082,2.46664,0.5
4/17/20,CE,Quixeré,2311504,city,2,0,TRUE,22149,9.02975,
4/17/20,CE,Redenção,2311603,city,4,0,TRUE,29053,13.76794,
4/17/20,CE,Reriutaba,2311702,city,1,0,TRUE,18491,5.40804,
4/17/20,CE,Russas,2311801,city,3,0,TRUE,78194,3.83661,
4/17/20,CE,Salitre,2311959,city,1,1,TRUE,16554,6.04084,1
4/17/20,CE,Santana do Acaraú,2312007,city,3,0,TRUE,32452,9.24442,
4/17/20,CE,Santa Quitéria,2312205,city,3,1,TRUE,43703,6.86452,0.3333
4/17/20,CE,São Gonçalo do Amarante,2312403,city,2,1,TRUE,48422,4.13035,0.5
4/17/20,CE,São Luís do Curu,2312601,city,2,0,TRUE,13000,15.38462,
4/17/20,CE,Senador Pompeu,2312700,city,4,0,TRUE,25496,15.68874,
4/17/20,CE,Senador Sá,2312809,city,1,0,TRUE,7623,13.11819,
4/17/20,CE,Sobral,2312908,city,21,0,TRUE,208935,10.05097,
4/17/20,CE,Tabuleiro do Norte,2313104,city,4,0,TRUE,30697,13.03059,
4/17/20,CE,Tauá,2313302,city,4,0,TRUE,58859,6.7959,
4/17/20,CE,Tianguá,2313401,city,2,1,TRUE,75946,2.63345,0.5
4/17/20,CE,Tururu,2313559,city,1,0,TRUE,16271,6.1459,
4/17/20,CE,Várzea Alegre,2314003,city,3,0,TRUE,40721,7.36721,
4/17/20,DF,Brasília,5300108,city,756,24,TRUE,3015268,25.0724,0.0317
4/17/20,GO,Águas Lindas de Goiás,5200258,city,2,0,TRUE,212440,0.94144,
4/17/20,GO,Aloândia,5200506,city,1,0,TRUE,1995,50.12531,
4/17/20,GO,Anápolis,5201108,city,26,0,TRUE,386923,6.71968,
4/17/20,GO,Anhanguera,5201207,city,1,0,TRUE,1149,87.0322,
4/17/20,GO,Aparecida de Goiânia,5201405,city,8,1,TRUE,578179,1.38365,0.125
4/17/20,GO,Aragoiânia,5201801,city,1,0,TRUE,10308,9.7012,
4/17/20,GO,Bela Vista de Goiás,5203302,city,1,0,TRUE,29975,3.33611,
4/17/20,GO,Bom Jesus de Goiás,5203500,city,1,0,TRUE,25216,3.96574,
4/17/20,GO,Caldas Novas,5204508,city,1,0,TRUE,91162,1.09695,
4/17/20,GO,Campestre de Goiás,5204607,city,1,0,TRUE,3630,27.54821,
4/17/20,GO,Carmo do Rio Verde,5205000,city,1,0,TRUE,10082,9.91867,
4/17/20,GO,Catalão,5205109,city,1,0,TRUE,108823,0.91892,
4/17/20,GO,Ceres,5205406,city,1,0,TRUE,22191,4.50633,
4/17/20,GO,Cidade Ocidental,5205497,city,2,0,TRUE,71376,2.80206,
4/17/20,GO,Faina,5207535,city,1,0,TRUE,6627,15.08978,
4/17/20,GO,Formosa,5208004,city,3,0,TRUE,121617,2.46676,
4/17/20,GO,Goiandira,5208509,city,1,1,TRUE,5600,17.85714,1
4/17/20,GO,Goianésia,5208608,city,22,0,TRUE,70084,31.3909,
4/17/20,GO,Goiânia,5208707,city,188,8,TRUE,1516113,12.40013,0.0426
4/17/20,GO,Goianira,5208806,city,1,0,TRUE,44289,2.2579,
4/17/20,GO,Goiatuba,5209101,city,1,0,TRUE,34095,2.93298,
4/17/20,GO,Guapó,5209200,city,1,0,TRUE,14209,7.03779,
4/17/20,GO,Hidrolândia,5209705,city,0,0,TRUE,21706,,
4/17/20,GO,Itaguaru,5210604,city,1,0,TRUE,5237,19.0949,
4/17/20,GO,Itumbiara,5211503,city,8,0,TRUE,104742,7.63781,
4/17/20,GO,Jataí,5211909,city,4,0,TRUE,100882,3.96503,
4/17/20,GO,Luziânia,5212501,city,8,2,TRUE,208299,3.84063,0.25
4/17/20,GO,Montividiu,5213756,city,1,0,TRUE,13396,7.46491,
4/17/20,GO,Morrinhos,5213806,city,0,0,TRUE,46136,,
4/17/20,GO,Nerópolis,5214507,city,1,0,TRUE,29850,3.35008,
4/17/20,GO,Nova Glória,5214861,city,1,0,TRUE,8164,12.2489,
4/17/20,GO,Nova Veneza,5215009,city,1,0,TRUE,9853,10.14919,
4/17/20,GO,Paranaiguara,5216304,city,1,0,TRUE,10057,9.94332,
4/17/20,GO,Paraúna,5216403,city,1,1,TRUE,10988,9.10084,1
4/17/20,GO,Pirenópolis,5217302,city,0,0,TRUE,24908,,
4/17/20,GO,Pires do Rio,5217401,city,3,1,TRUE,31458,9.53652,0.3333
4/17/20,GO,Professor Jamil,5218391,city,4,0,TRUE,3223,124.10797,
4/17/20,GO,Rialma,5218607,city,4,0,TRUE,10918,36.63675,
4/17/20,GO,Rio Verde,5218805,city,13,1,TRUE,235647,5.51673,0.0769
4/17/20,GO,Santo Antônio do Descoberto,5219753,city,1,0,TRUE,74744,1.3379,
4/17/20,GO,São Luís de Montes Belos,5220108,city,2,0,TRUE,33817,5.91419,
4/17/20,GO,Senador Canedo,5220454,city,2,0,TRUE,115371,1.73354,
4/17/20,GO,Silvânia,5220603,city,1,0,TRUE,20695,4.83209,
4/17/20,GO,Trindade,5221403,city,5,0,TRUE,127599,3.91853,
4/17/20,GO,Uruaçu,5221601,city,0,0,TRUE,40532,,
4/17/20,GO,Valparaíso de Goiás,5221858,city,6,1,TRUE,168468,3.56151,0.1667
4/17/20,GO,Vianópolis,5222005,city,1,0,TRUE,13863,7.21345,
4/17/20,MA,Açailândia,2100055,city,1,0,TRUE,112445,0.88932,
4/17/20,MA,Altamira do Maranhão,2100402,city,1,0,TRUE,8128,12.30315,
4/17/20,MA,Bacabal,2101202,city,4,0,TRUE,104949,3.81138,
4/17/20,MA,Bacabeira,2101251,city,1,0,TRUE,17055,5.86338,
4/17/20,MA,Barreirinhas,2101707,city,1,0,TRUE,62528,1.59928,
4/17/20,MA,Cachoeira Grande,2102374,city,1,0,TRUE,9431,10.60333,
4/17/20,MA,Cajapió,2102408,city,1,0,TRUE,11177,8.94694,
4/17/20,MA,Cantanhede,2102705,city,1,0,TRUE,21995,4.54649,
4/17/20,MA,Caxias,2103000,city,2,0,TRUE,164880,1.213,
4/17/20,MA,Chapadinha,2103208,city,2,0,TRUE,79675,2.5102,
4/17/20,MA,Colinas,2103505,city,1,0,TRUE,41178,2.42848,
4/17/20,MA,Davinópolis,2103752,city,1,0,TRUE,12908,7.74713,
4/17/20,MA,Governador Nunes Freire,2104677,city,1,0,TRUE,25577,3.90976,
4/17/20,MA,Icatu,2105104,city,0,0,TRUE,27113,,
4/17/20,MA,Imperatriz,2105302,city,22,2,TRUE,258682,8.50465,0.0909
4/17/20,MA,Itapecuru Mirim,2105401,city,1,0,TRUE,68203,1.46621,
4/17/20,MA,Miranda do Norte,2106755,city,2,0,TRUE,28381,7.04697,
4/17/20,MA,Mirinzal,2106805,city,1,0,TRUE,14962,6.6836,
4/17/20,MA,Morros,2107100,city,1,0,TRUE,19433,5.14589,
4/17/20,MA,Paço do Lumiar,2107506,city,32,2,TRUE,122197,26.18722,0.0625
4/17/20,MA,Raposa,2109452,city,4,0,TRUE,30761,13.00348,
4/17/20,MA,Santa Inês,2109908,city,1,0,TRUE,89044,1.12304,
4/17/20,MA,Santa Rita,2110203,city,5,0,TRUE,37855,13.20829,
4/17/20,MA,São Benedito do Rio Preto,2110401,city,1,0,TRUE,18663,5.3582,
4/17/20,MA,São José de Ribamar,2111201,city,77,2,TRUE,177687,43.33463,0.026
4/17/20,MA,São Luís,2111300,city,862,38,TRUE,1101884,78.22965,0.0441
4/17/20,MA,Timon,2112209,city,4,0,TRUE,169107,2.36537,
4/17/20,MA,Trizidela do Vale,2112233,city,1,0,TRUE,21998,4.54587,
4/17/20,MA,Tuntum,2112308,city,1,0,TRUE,41832,2.39051,
4/17/20,MA,Urbano Santos,2112605,city,3,0,TRUE,33122,9.05742,
4/17/20,MA,Vargem Grande,2112704,city,1,0,TRUE,56510,1.7696,
4/17/20,MA,Viana,2112803,city,1,0,TRUE,52441,1.9069,
4/17/20,MA,Vitória do Mearim,2112902,city,1,0,TRUE,32764,3.05213,
4/17/20,MA,Zé Doca,2114007,city,1,0,TRUE,51714,1.93371,
4/17/20,MG,Abaeté,3100203,city,1,0,TRUE,23237,4.30348,
4/17/20,MG,Alfenas,3101607,city,2,0,TRUE,79996,2.50013,
4/17/20,MG,Almenara,3101706,city,1,0,TRUE,41896,2.38686,
4/17/20,MG,Alpercata,3101805,city,1,0,TRUE,7424,13.46983,
4/17/20,MG,Araguari,3103504,city,7,0,TRUE,117267,5.96928,
4/17/20,MG,Araxá,3104007,city,2,0,TRUE,106229,1.88273,
4/17/20,MG,Arcos,3104205,city,7,0,TRUE,40092,17.45984,
4/17/20,MG,Barbacena,3105608,city,3,0,TRUE,137313,2.18479,
4/17/20,MG,Belmiro Braga,3106101,city,1,1,TRUE,3429,29.16302,1
4/17/20,MG,Belo Horizonte,3106200,city,406,8,TRUE,2512070,16.16197,0.0197
4/17/20,MG,Betim,3106705,city,9,0,TRUE,439340,2.04853,
4/17/20,MG,Boa Esperança,3107109,city,6,0,TRUE,40127,14.95253,
4/17/20,MG,Bom Despacho,3107406,city,1,0,TRUE,50605,1.97609,
4/17/20,MG,Bonfim,3108107,city,1,1,TRUE,6868,14.56028,1
4/17/20,MG,Borda da Mata,3108305,city,2,0,TRUE,19412,10.30291,
4/17/20,MG,Botelhos,3108404,city,1,0,TRUE,14971,6.67958,
4/17/20,MG,Caeté,3110004,city,1,0,TRUE,44718,2.23624,
4/17/20,MG,Camanducaia,3110509,city,2,0,TRUE,21770,9.18695,
4/17/20,MG,Cambuí,3110608,city,7,0,TRUE,29551,23.68786,
4/17/20,MG,Cambuquira,3110707,city,1,0,TRUE,12814,7.80396,
4/17/20,MG,Campo Belo,3111200,city,3,0,TRUE,54029,5.55257,
4/17/20,MG,Campos Altos,3111507,city,1,0,TRUE,15461,6.46789,
4/17/20,MG,Campos Gerais,3111606,city,1,0,TRUE,28774,3.47536,
4/17/20,MG,Capitólio,3112802,city,1,0,TRUE,8632,11.5848,
4/17/20,MG,Carangola,3113305,city,1,0,TRUE,33000,3.0303,
4/17/20,MG,Carmo da Cachoeira,3113909,city,1,0,TRUE,12170,8.21693,
4/17/20,MG,Carmo do Cajuru,3114204,city,2,0,TRUE,22478,8.89759,
4/17/20,MG,Cataguases,3115300,city,1,0,TRUE,75123,1.33115,
4/17/20,MG,Centralina,3115805,city,1,0,TRUE,10350,9.66184,
4/17/20,MG,Conceição das Alagoas,3117306,city,2,0,TRUE,27893,7.17026,
4/17/20,MG,Conselheiro Lafaiete,3118304,city,1,0,TRUE,128589,0.77767,
4/17/20,MG,Contagem,3118601,city,31,0,TRUE,663855,4.66969,
4/17/20,MG,Coromandel,3119302,city,2,0,TRUE,27974,7.1495,
4/17/20,MG,Coronel Fabriciano,3119401,city,3,0,TRUE,109855,2.73087,
4/17/20,MG,Divinésia,3121902,city,1,0,TRUE,3417,29.26544,
4/17/20,MG,Divinópolis,3122306,city,36,1,TRUE,238230,15.11145,0.0278
4/17/20,MG,Esmeraldas,3124104,city,1,0,TRUE,70552,1.41739,
4/17/20,MG,Espinosa,3124302,city,0,0,TRUE,31617,,
4/17/20,MG,Extrema,3125101,city,10,0,TRUE,36225,27.60524,
4/17/20,MG,Ferros,3125903,city,3,0,TRUE,9820,30.5499,
4/17/20,MG,Formiga,3126109,city,0,0,TRUE,67683,,
4/17/20,MG,Frutal,3127107,city,2,0,TRUE,59496,3.36157,
4/17/20,MG,Goianá,3127388,city,3,0,TRUE,3966,75.64297,
4/17/20,MG,Governador Valadares,3127701,city,5,2,TRUE,279885,1.78645,0.4
4/17/20,MG,Guaranésia,3128303,city,1,0,TRUE,19021,5.25735,
